Id,model,year,price_k_rub,transmission,mileage_km,fuelType,l_100km,engineSize,Make
10371,Q5,2016,2436,Automatic,36503,Petrol,7.5,2,Audi
2876,GLC Class,2017,2359,Semi-Auto,84030,Diesel,5.0,2.1,merc
6148,Astra,2015,853,Manual,28921,Petrol,6.5,1.6,vauxhall
9062,Polo,2017,1166,Manual,22854,Petrol,4.7,1.2,VW
1325,Golf,2016,1187,Semi-Auto,71183,Diesel,4.8,1.6,VW
6962,E Class,2017,2116,Semi-Auto,37774,Diesel,3.9,2,merc
802,A4,2017,1507,Manual,94420,Diesel,3.8,2,Audi
7133,Mokka,2016,1114,Automatic,24116,Petrol,6.5,1.4,vauxhall
2247,Yaris,2013,639,Manual,65886,Petrol,5.4,1.3,toyota
5564,Golf,2018,2791,Automatic,18633,Other,7.1,2,VW
7880,Q3,2016,1888,Manual,42366,Diesel,5.4,2,Audi
6673,Land Cruiser,2017,3700,Semi-Auto,55651,Diesel,7.4,2.8,toyota
10379,Tiguan,2015,1623,Semi-Auto,42372,Petrol,8.6,2,VW
557,RAV4,2016,2110,Automatic,56401,Hybrid,5.1,2.5,toyota
12467,Fiesta,2019,1320,Manual,9218,Petrol,5.0,1,ford
13628,Focus,2016,1064,Manual,47476,Diesel,3.8,1.5,ford
4762,Fiesta,2017,1064,Manual,37119,Petrol,4.3,1,ford
1839,A Class,2016,1804,Automatic,30930,Diesel,4.2,2.1,merc
7686,Mokka X,2017,1167,Manual,32155,Diesel,4.1,1.6,vauxhall
6382,3 Series,2019,2759,Semi-Auto,6056,Petrol,6.7,2,BMW
2283,Golf,2016,1146,Manual,77268,Petrol,5.3,1.4,VW
9522,Polo,2010,507,Automatic,61137,Petrol,5.9,1.4,VW
4549,IX20,2012,584,Manual,51499,Diesel,4.4,1.6,hyundi
7754,Polo,2018,1390,Manual,21898,Petrol,5.4,1,VW
10148,E Class,2016,1489,Automatic,99971,Diesel,4.7,2.1,merc
3445,Tucson,2019,1877,Semi-Auto,24140,Petrol,7.8,1.6,hyundi
2811,Corsa,2018,944,Manual,17679,Petrol,6.5,1.4,vauxhall
6036,5 Series,2017,2435,Semi-Auto,47126,Diesel,4.7,2,BMW
15465,Fiesta,2018,1117,Manual,20146,Petrol,4.3,1,ford
2012,3 Series,2019,2537,Semi-Auto,10346,Diesel,4.4,2,BMW
4664,A Class,2019,2297,Automatic,9902,Petrol,5.3,1.3,merc
4875,Aygo,2019,1157,Manual,11265,Petrol,4.9,1,toyota
2723,Golf,2019,2406,Semi-Auto,16576,Diesel,5.7,2,VW
4418,Scala,2020,1826,Manual,161,Petrol,5.7,1,skoda
1879,Scala,2019,1572,Manual,4125,Petrol,5.7,1,skoda
1997,2 Series,2019,2076,Automatic,10089,Petrol,5.6,2,BMW
3001,Golf,2014,926,Manual,112758,Diesel,4.1,2,VW
11102,Focus,2019,2718,Manual,7665,Petrol,8.2,2.3,ford
3712,Fiesta,2017,1051,Semi-Auto,20025,Petrol,4.9,1,ford
3938,Golf,2016,1400,Manual,64399,Petrol,4.7,1.4,VW
6411,A Class,2019,2222,Manual,657,Petrol,6.0,1.3,merc
14757,Focus,2017,1064,Manual,40234,Diesel,3.8,1.5,ford
10055,Q5,2018,3147,Automatic,27005,Petrol,7.0,2,Audi
2609,Corsa,2012,456,Manual,61477,Petrol,5.5,1.2,vauxhall
12808,V Class,2017,3755,Automatic,23031,Diesel,6.3,2.1,merc
8481,Polo,2017,1045,Manual,43542,Petrol,4.8,1,VW
5851,Q5,2019,3451,Automatic,8838,Diesel,7.4,2,Audi
6002,Superb,2019,1877,Automatic,9790,Petrol,7.7,1.5,skoda
1257,C Class,2017,1806,Semi-Auto,101419,Diesel,4.6,2.1,merc
8096,A1,2015,913,Manual,66277,Petrol,4.2,1,Audi
5886,Passat,2017,1907,Manual,11885,Diesel,4.1,2,VW
4696,Citigo,2016,608,Manual,76162,Petrol,4.5,1,skoda
3931,Fiesta,2018,1152,Manual,20891,Petrol,4.3,1,ford
3305,Tucson,2020,1876,Manual,2494,Petrol,8.1,1.6,hyundi
5978,C-HR,2017,2233,Automatic,14296,Hybrid,3.8,1.8,toyota
2890,Golf,2018,1462,Semi-Auto,66601,Diesel,6.2,1.6,VW
11645,A Class,2016,1573,Manual,39408,Diesel,4.1,1.5,merc
773,A1,2016,1116,Manual,39014,Petrol,4.2,1,Audi
294,I10,2017,680,Manual,31252,Petrol,4.7,1,hyundi
3311,Tucson,2016,1522,Semi-Auto,37866,Diesel,4.9,1.7,hyundi
7462,1 Series,2013,801,Manual,124593,Diesel,4.7,2,BMW
13756,Fiesta,2018,1215,Manual,32650,Petrol,4.3,1,ford
4614,Q3,2016,2101,Semi-Auto,17112,Petrol,5.9,1.4,Audi
863,I10,2018,781,Manual,42195,Petrol,4.9,1.2,hyundi
4416,Aygo,2019,995,Manual,11444,Petrol,4.9,1,toyota
4187,C Class,2020,3543,Semi-Auto,5597,Petrol,6.4,2,merc
3441,Astra,2017,1182,Automatic,34841,Petrol,5.5,1.4,vauxhall
9197,X3,2015,1218,Automatic,203903,Diesel,5.2,2,BMW
2922,Yaris,2018,913,Manual,44262,Petrol,4.3,1,toyota
1817,A Class,2018,2019,Semi-Auto,41323,Petrol,5.3,1.3,merc
5599,Aygo,2018,1015,Automatic,12344,Other,4.2,1,toyota
13741,Kuga,2012,963,Automatic,90741,Petrol,10.3,2.5,ford
4356,4 Series,2015,1776,Semi-Auto,20657,Diesel,4.3,2,BMW
1791,Yaris,2017,1015,Manual,25294,Petrol,4.8,1.5,toyota
371,Corsa,2014,547,Manual,51396,Petrol,5.1,1.4,vauxhall
3249,5 Series,2015,1928,Semi-Auto,25434,Diesel,5.6,3,BMW
14208,Fiesta,2019,1920,Manual,12823,Petrol,7.0,1.5,ford
1760,Corsa,2015,760,Manual,52897,Petrol,5.2,1.4,vauxhall
11301,Adam,2018,911,Manual,33572,Petrol,5.3,1.2,vauxhall
3234,3 Series,2017,1715,Manual,28818,Petrol,6.5,2,BMW
613,Corsa,2016,649,Manual,54532,Petrol,5.1,1.4,vauxhall
3095,Fiesta,2015,990,Semi-Auto,19312,Petrol,5.9,1.6,ford
12357,C Class,2016,1776,Automatic,37195,Diesel,4.4,2.1,merc
11516,Adam,2016,654,Manual,66826,Petrol,5.3,1.2,vauxhall
3212,Fabia,2017,980,Manual,8264,Petrol,4.8,1.2,skoda
8186,Focus,2015,645,Manual,127086,Diesel,3.8,1.5,ford
8905,A Class,2019,2446,Semi-Auto,8729,Diesel,4.2,1.5,merc
3414,Q5,2016,2030,Semi-Auto,75681,Diesel,6.0,2,Audi
11361,Adam,2018,1015,Manual,25897,Petrol,6.3,1.2,vauxhall
10053,Focus,2018,1898,Manual,20260,Petrol,6.8,2,ford
4803,Galaxy,2017,2030,Manual,33795,Diesel,5.0,2,ford
2746,Tucson,2015,1421,Manual,96931,Diesel,5.9,2,hyundi
9230,A6,2012,761,Manual,161304,Diesel,5.0,2,Audi
8745,A Class,2018,11165,Semi-Auto,3415,Petrol,11.4,4,merc
2242,Octavia,2019,1928,Semi-Auto,3075,Diesel,4.4,2,skoda
3783,Golf,2017,1294,Manual,54629,Diesel,4.2,1.6,VW
2305,A4,2016,1685,Manual,46851,Diesel,3.8,2,Audi
3041,Corsa,2011,426,Automatic,86261,Petrol,6.3,1.4,vauxhall
2286,Grand Tourneo Connect,2019,1675,Manual,9767,Diesel,4.6,1.5,ford
12590,Insignia,2018,1472,Manual,56948,Diesel,5.3,2,vauxhall
11583,B Class,2016,1522,Automatic,30577,Petrol,5.5,1.6,merc
3632,E Class,2018,2533,Semi-Auto,1608,Diesel,5.2,2,merc
7430,A1,2019,2233,Semi-Auto,12070,Petrol,6.9,2,Audi
3826,Focus,2017,1065,Manual,33867,Petrol,4.6,1,ford
2249,Yaris,2018,1116,Manual,23015,Petrol,4.8,1.5,toyota
4376,Aygo,2019,1045,Manual,11370,Petrol,5.0,1,toyota
1820,Golf,2016,995,Semi-Auto,74543,Diesel,3.9,1.6,VW
3760,5 Series,2019,2680,Semi-Auto,5563,Petrol,5.6,2,BMW
3310,Fabia,2019,1214,Manual,20995,Petrol,4.6,1,skoda
150,T-Roc,2019,2213,Manual,7553,Diesel,6.1,2,VW
11832,Fiesta,2018,1218,Manual,15689,Petrol,4.3,1,ford
1776,X1,2019,2028,Manual,11447,Petrol,5.5,1.5,BMW
590,T-Roc,2019,1806,Manual,16818,Diesel,5.6,1.6,VW
2129,I10,2019,841,Manual,20535,Petrol,4.9,1.2,hyundi
5023,Golf,2019,2232,Manual,4603,Diesel,4.5,2,VW
2134,A Class,2017,1618,Semi-Auto,30787,Diesel,4.0,2.1,merc
10222,Crossland X,2019,1350,Manual,3249,Petrol,6.3,1.2,vauxhall
570,Q3,2015,1624,Semi-Auto,31060,Petrol,5.9,1.4,Audi
185,Kuga,2013,934,Semi-Auto,77458,Diesel,6.2,2,ford
4843,Astra,2016,842,Manual,28566,Petrol,4.3,1,vauxhall
3750,Focus,2017,1512,Manual,46326,Diesel,4.2,2,ford
1692,Fabia,2019,1370,Manual,6394,Petrol,4.6,1,skoda
195,Corolla,2019,2030,Automatic,18174,Hybrid,3.3,1.8,toyota
6883,Polo,2015,863,Manual,38885,Diesel,3.4,1.4,VW
2156,Yaris,2019,1162,Manual,21288,Petrol,5.9,1.5,toyota
9731,Crossland X,2019,1233,Manual,18186,Petrol,6.3,1.2,vauxhall
4689,Fiesta,2017,862,Manual,30631,Petrol,4.4,1.1,ford
8121,Fiesta,2017,1065,Manual,34503,Petrol,4.3,1,ford
2495,Yaris,2013,913,Automatic,76014,Hybrid,3.5,1.5,toyota
16435,Focus,2019,1624,Manual,6437,Petrol,5.8,0,ford
9910,Fiesta,2018,958,Manual,39358,Petrol,4.3,1,ford
82,Corolla,2019,2286,Automatic,12337,Hybrid,3.3,1.8,toyota
722,C Class,2017,1928,Automatic,33714,Diesel,4.6,2.1,merc
10620,Tiguan,2019,2664,Semi-Auto,7379,Diesel,6.2,2,VW
6079,Fiesta,2016,913,Manual,28759,Petrol,4.5,1,ford
5606,Astra,2019,1619,Manual,3627,Diesel,4.8,1.6,vauxhall
6191,2 Series,2019,2436,Semi-Auto,8047,Petrol,6.9,1.5,BMW
10588,CLS Class,2016,2157,Automatic,74139,Diesel,5.0,2.1,merc
3576,Focus,2018,1400,Manual,32042,Petrol,5.5,1.5,ford
1957,E Class,2017,2006,Automatic,38320,Diesel,4.6,2,merc
5094,Focus,2016,1015,Manual,14503,Petrol,4.6,1,ford
10173,EcoSport,2019,1624,Manual,7012,Petrol,5.3,1,ford
3818,A6,2016,1979,Manual,51418,Diesel,4.6,2,Audi
4577,Tucson,2017,1562,Manual,40319,Petrol,7.3,1.6,hyundi
6378,Avensis,2015,1056,Manual,18754,Diesel,4.5,2,toyota
3856,Octavia,2018,1420,Manual,31015,Petrol,5.3,1.4,skoda
12999,Kuga,2017,1416,Manual,27228,Diesel,4.7,2,ford
2384,Yaris,2016,964,Automatic,43937,Petrol,4.9,1.3,toyota
3914,Golf,2019,2030,Semi-Auto,20933,Petrol,6.5,1.5,VW
9032,A Class,2016,1522,Semi-Auto,20117,Petrol,5.1,1.6,merc
1769,Corsa,2018,883,Manual,9048,Petrol,5.2,1.4,vauxhall
237,Kuga,2017,1644,Semi-Auto,37058,Diesel,4.8,1.5,ford
3675,A5,2019,2740,Semi-Auto,6024,Petrol,7.1,2,Audi
12832,Up,2016,710,Manual,17503,Petrol,4.4,1,VW
3982,Golf,2018,1654,Semi-Auto,28252,Petrol,5.1,1.4,VW
12213,Focus,2018,1299,Manual,14433,Petrol,4.7,1,ford
2569,Rapid,2017,872,Manual,31690,Petrol,4.5,1,skoda
5707,R8,2019,11775,Automatic,3813,Petrol,12.5,5.2,Audi
4085,C Class,2018,2689,Semi-Auto,46351,Diesel,4.3,2.1,merc
6707,Mokka,2015,832,Manual,46370,Petrol,6.5,1.6,vauxhall
11300,Fiesta,2019,1654,Semi-Auto,16468,Petrol,5.8,1,ford
17826,EcoSport,2019,1675,Automatic,9769,Petrol,6.4,1,ford
4072,A1,2014,690,Manual,116962,Diesel,3.8,1.6,Audi
9006,Polo,2016,1015,Manual,27748,Petrol,4.7,1.2,VW
1307,Yaris,2019,1674,Automatic,7182,Hybrid,3.7,1.5,toyota
4467,Yeti Outdoor,2017,1319,Manual,60040,Petrol,5.5,1.2,skoda
3802,C Class,2017,2080,Semi-Auto,21565,Petrol,5.5,2,merc
483,Kodiaq,2018,2588,Automatic,42422,Diesel,5.7,2,skoda
7504,3 Series,2012,1167,Automatic,134943,Petrol,6.5,2,BMW
3313,A3,2019,2436,Manual,161,Diesel,5.4,1.6,Audi
5606,C Class,2015,1603,Semi-Auto,67856,Diesel,4.4,2.1,merc
7861,B Class,2019,2080,Semi-Auto,17703,Diesel,4.8,1.5,merc
1134,1 Series,2017,2131,Semi-Auto,31348,Petrol,7.1,3,BMW
5196,Fiesta,2018,1369,Manual,12154,Petrol,4.3,1,ford
2741,S-MAX,2015,1468,Automatic,49859,Diesel,5.4,2,ford
2624,I20,2014,507,Manual,68469,Petrol,4.9,1.2,hyundi
5485,E Class,2017,2248,Semi-Auto,39163,Diesel,4.6,2,merc
5864,Passat,2020,2335,Manual,3219,Petrol,6.2,1.5,VW
3903,Focus,2018,1476,Manual,8127,Petrol,4.9,1,ford
2496,Corsa,2016,507,Manual,120700,Petrol,5.1,1.4,vauxhall
2343,Fiesta,2017,811,Manual,54233,Petrol,4.4,1.1,ford
7104,A Class,2019,2324,Automatic,711,Diesel,4.5,1.5,merc
4955,1 Series,2017,1319,Manual,41289,Diesel,3.9,1.5,BMW
10501,A5,2014,1319,Automatic,149289,Diesel,5.3,2,Audi
9471,C Class,2019,2741,Semi-Auto,13695,Petrol,6.0,1.5,merc
10651,X4,2016,2081,Automatic,68519,Diesel,5.9,3,BMW
1510,1 Series,2019,2107,Automatic,198,Petrol,5.8,2,BMW
13274,Fiesta,2018,1269,Manual,187,Petrol,4.3,1,ford
290,I40,2016,984,Manual,64589,Diesel,4.3,1.7,hyundi
9724,TT,2012,1421,Semi-Auto,90833,Petrol,7.7,2,Audi
4584,Fabia,2017,908,Manual,48057,Petrol,4.7,1.2,skoda
15510,Kuga,2017,1452,Manual,39556,Diesel,4.7,2,ford
14327,Fiesta,2017,797,Manual,31057,Petrol,4.3,1,ford
12355,EcoSport,2017,1014,Semi-Auto,50139,Petrol,6.3,1.5,ford
1541,E Class,2016,2081,Semi-Auto,41667,Diesel,5.2,3,merc
7047,Q5,2020,3801,Semi-Auto,2414,Diesel,7.4,2,Audi
5610,Octavia,2017,1193,Automatic,73606,Diesel,4.5,2,skoda
7853,TT,2020,3045,Automatic,4023,Petrol,6.9,2,Audi
9900,Crossland X,2019,1694,Manual,3986,Diesel,4.6,1.5,vauxhall
9494,4 Series,2015,1319,Automatic,146022,Diesel,4.3,2,BMW
11381,Tiguan,2017,2334,Semi-Auto,50305,Diesel,5.7,2,VW
4439,1 Series,2019,1663,Manual,9651,Petrol,5.3,1.5,BMW
2517,3 Series,2018,2174,Semi-Auto,34324,Diesel,4.7,2,BMW
6735,A Class,2016,1401,Manual,37015,Diesel,3.9,1.5,merc
4480,X1,2014,967,Manual,76061,Diesel,5.5,2,BMW
4440,Astra,2019,1420,Manual,13716,Petrol,5.9,1.4,vauxhall
20,C Class,2019,2700,Automatic,16011,Diesel,4.4,2,merc
3234,E Class,2019,2992,Semi-Auto,12648,Diesel,4.6,2,merc
11073,Meriva,2017,768,Manual,26239,Petrol,6.0,1.4,vauxhall
10277,5 Series,2017,1685,Automatic,59769,Diesel,4.7,2,BMW
12888,Insignia,2018,1388,Manual,12070,Petrol,6.0,1.5,vauxhall
7308,C Class,2019,3122,Automatic,1609,Diesel,5.3,2,merc
3216,Golf,2020,1877,Manual,161,Diesel,4.9,1.6,VW
11821,Tiguan,2018,1903,Manual,39327,Diesel,5.6,2,VW
5053,Golf,2020,2131,Manual,1410,Diesel,5.2,1.6,VW
10285,4 Series,2017,1675,Manual,62507,Diesel,4.7,2,BMW
4377,S-MAX,2019,2789,Manual,10712,Diesel,5.2,2,ford
6382,EcoSport,2017,1045,Manual,34512,Petrol,5.4,1,ford
14297,Touran,2017,1412,Manual,100870,Diesel,4.6,1.6,VW
16011,Focus,2017,1280,Manual,14442,Petrol,4.9,1,ford
11757,Fiesta,2017,781,Semi-Auto,51330,Petrol,5.9,1.6,ford
15274,Fiesta,2019,2029,Manual,12706,Petrol,7.0,1.5,ford
13606,Touareg,2019,4165,Semi-Auto,13374,Diesel,8.3,3,VW
9328,Polo,2016,1167,Manual,59385,Petrol,4.7,1.2,VW
1519,Golf,2020,2182,Manual,159,Diesel,5.0,1.6,VW
3601,Golf,2019,2181,Manual,9909,Petrol,6.2,1.5,VW
1746,Fabia,2019,1063,Manual,20635,Petrol,4.6,1,skoda
10511,A Class,2013,1183,Automatic,98171,Diesel,4.4,1.8,merc
9425,Polo,2010,340,Manual,153531,Petrol,5.5,1.2,VW
11717,E Class,2017,2193,Automatic,32367,Diesel,5.4,3,merc
6910,E Class,2015,1726,Semi-Auto,26857,Diesel,4.6,2.1,merc
8615,Mokka X,2018,1275,Semi-Auto,18161,Petrol,6.5,1.4,vauxhall
1306,Golf,2019,2171,Semi-Auto,12553,Diesel,5.3,2,VW
14833,Amarok,2018,2832,Automatic,32187,Diesel,7.8,3,VW
13480,Combo Life,2019,1652,Manual,5301,Diesel,5.3,1.5,vauxhall
4056,Superb,2019,2791,Automatic,402,Diesel,6.0,2,skoda
11175,Zafira Tourer,2016,888,Manual,88514,Diesel,4.5,1.6,vauxhall
3702,X3,2019,4160,Automatic,11972,Diesel,7.7,3,BMW
1042,2 Series,2016,1319,Manual,33096,Diesel,3.8,1.5,BMW
2767,Q7,2016,3186,Semi-Auto,50250,Diesel,5.9,3,Audi
6691,5 Series,2019,3098,Semi-Auto,10253,Diesel,4.7,2,BMW
1011,1 Series,2015,1725,Automatic,56401,Petrol,7.5,3,BMW
7163,2 Series,2015,1624,Manual,31158,Diesel,4.4,2,BMW
3772,Fiesta,2018,1218,Manual,15931,Petrol,4.3,1,ford
346,Kuga,2018,1594,Manual,28163,Diesel,4.4,1.5,ford
10072,X4,2016,2172,Automatic,71377,Diesel,5.2,2,BMW
4987,C Class,2019,4667,Semi-Auto,6436,Petrol,9.5,3,merc
12197,Grandland X,2018,1472,Manual,19116,Diesel,4.0,1.6,vauxhall
8582,Fiesta,2018,1053,Manual,34717,Petrol,5.0,1,ford
3230,Auris,2013,672,Manual,67526,Petrol,5.9,1.6,toyota
2515,Fiesta,2019,1421,Manual,20960,Petrol,4.8,1,ford
10061,A3,2019,3299,Automatic,661,Petrol,8.1,2,Audi
13071,Scirocco,2016,1573,Semi-Auto,15675,Diesel,4.9,2,VW
4196,Aygo,2017,680,Manual,44875,Petrol,4.1,1,toyota
13048,Insignia,2017,1553,Manual,19098,Diesel,5.2,2,vauxhall
9837,M3,2004,1979,Manual,74030,Petrol,12.1,3.2,BMW
3941,I10,2018,811,Manual,25238,Petrol,4.9,1.2,hyundi
4571,Aygo,2018,801,Manual,18311,Petrol,5.0,1,toyota
7322,Polo,2016,807,Manual,78230,Diesel,3.4,1.4,VW
4724,A3,2014,1431,Semi-Auto,91301,Diesel,4.9,2,Audi
1769,Santa Fe,2018,2261,Semi-Auto,20950,Diesel,6.6,2.2,hyundi
891,Fabia,2018,1106,Semi-Auto,17869,Petrol,4.6,1,skoda
13059,Scirocco,2016,1497,Manual,49872,Petrol,6.1,2,VW
4906,4 Series,2020,3857,Semi-Auto,2416,Diesel,4.8,2,BMW
1547,Citigo,2017,721,Manual,7566,Petrol,4.4,1,skoda
961,Corsa,2018,985,Manual,18132,Petrol,6.5,1.4,vauxhall
2207,IX20,2017,863,Manual,37329,Petrol,5.6,1.4,hyundi
10760,Kuga,2019,1890,Manual,19253,Petrol,8.0,1.5,ford
3007,Q5,2019,3345,Automatic,8781,Diesel,7.4,2,Audi
3020,Kona,2018,1522,Manual,24185,Petrol,5.4,1,hyundi
8745,Polo,2016,1116,Manual,15517,Diesel,3.4,1.4,VW
4279,4 Series,2016,2028,Semi-Auto,27547,Diesel,5.4,3,BMW
12163,A Class,2013,1010,Manual,86904,Petrol,5.8,1.6,merc
10376,A1,2019,2181,Automatic,32026,Petrol,6.9,2,Audi
774,A3,2017,1999,Semi-Auto,29594,Petrol,4.9,1.5,Audi
3066,C Class,2019,2536,Semi-Auto,8776,Petrol,6.2,1.5,merc
6855,Q3,2015,1807,Semi-Auto,56515,Diesel,5.6,2,Audi
6570,4 Series,2018,2690,Semi-Auto,16584,Petrol,6.8,3,BMW
3975,Aygo,2015,553,Manual,93382,Petrol,4.1,1,toyota
10507,Tiguan,2018,2487,Manual,18438,Diesel,5.9,2,VW
5333,Aygo,2018,731,Manual,17231,Petrol,4.1,1,toyota
1233,CL Class,2019,2690,Semi-Auto,18232,Diesel,5.5,2.2,merc
11805,C Class,2016,1548,Automatic,49816,Petrol,5.3,2,merc
12286,Up,2019,1116,Manual,16,Petrol,5.2,1,VW
4831,4 Series,2016,1951,Automatic,41518,Petrol,6.4,2,BMW
5252,GLC Class,2019,4114,Automatic,8045,Diesel,6.9,2,merc
1821,4 Series,2019,2272,Semi-Auto,15846,Diesel,4.3,2,BMW
4166,Fiesta,2017,1055,Manual,29866,Petrol,4.3,1,ford
7063,Polo,2017,1066,Manual,8595,Petrol,4.7,1,VW
1781,E Class,2018,2873,Automatic,17149,Diesel,4.0,2,merc
1461,Corsa,2019,1116,Manual,161,Petrol,6.5,1.4,vauxhall
14441,Mondeo,2017,1060,Manual,82588,Diesel,4.2,2,ford
6814,i3,2017,2182,Automatic,27145,Hybrid,0.6,0,BMW
13865,Arteon,2019,2537,Semi-Auto,11075,Diesel,4.5,2,VW
13485,Combo Life,2019,1512,Manual,4303,Petrol,6.7,1.2,vauxhall
9588,Mokka X,2019,1772,Automatic,935,Diesel,6.0,1.6,vauxhall
6400,C Class,2016,3654,Automatic,51047,Petrol,8.2,4,merc
1118,Fabia,2017,898,Manual,62882,Diesel,4.0,1.4,skoda
1961,Focus,2015,828,Manual,101577,Diesel,3.8,1.5,ford
4905,Astra,2016,782,Manual,77984,Diesel,3.3,1.6,vauxhall
1539,Q3,2016,1654,Manual,62085,Petrol,5.7,1.4,Audi
4981,A1,2013,874,Manual,69314,Petrol,5.4,1.4,Audi
14350,Touran,2017,1522,Semi-Auto,38215,Diesel,4.3,1.6,VW
1945,Golf,2019,1756,Manual,9180,Petrol,6.0,1.5,VW
619,Tucson,2017,1654,Semi-Auto,62383,Diesel,4.9,1.7,hyundi
8925,Focus,2018,1652,Manual,10472,Petrol,4.7,1,ford
7947,Polo,2019,1611,Semi-Auto,6574,Petrol,6.1,1,VW
3593,Astra,2020,1725,Manual,16,Petrol,5.2,1.2,vauxhall
16704,Fiesta,2008,70,Manual,131998,Petrol,6.0,1.2,ford
6636,Fiesta,2014,668,Manual,37852,Petrol,4.3,1,ford
3068,A1,2017,1369,Semi-Auto,25286,Petrol,4.4,1,Audi
3559,Edge,2019,3197,Semi-Auto,16576,Diesel,7.6,2,ford
8355,Fiesta,2017,863,Manual,45976,Diesel,3.6,1.5,ford
14324,Kuga,2014,1002,Manual,63831,Diesel,5.3,2,ford
162,Kuga,2017,1725,Manual,21929,Diesel,4.7,2,ford
8870,A3,2016,1553,Automatic,84933,Diesel,3.9,1.6,Audi
8194,Fiesta,2016,902,Manual,47604,Petrol,4.3,1,ford
6162,Prius,2017,1675,Automatic,107280,Hybrid,3.3,1.8,toyota
12687,C Class,2017,1774,Automatic,75670,Hybrid,2.1,2,merc
2340,Yaris,2019,1333,Manual,14268,Petrol,5.9,1.5,toyota
2031,Golf,2016,1294,Manual,43769,Petrol,5.3,1.4,VW
5783,C-HR,2017,2030,Automatic,26960,Hybrid,3.8,1.8,toyota
5786,Astra,2016,842,Manual,64058,Petrol,5.5,1.4,vauxhall
9756,CL Class,2016,1522,Manual,85295,Petrol,5.5,1.6,merc
9516,A Class,2017,1654,Manual,41519,Diesel,4.1,1.5,merc
10529,5 Series,2017,1710,Automatic,48890,Diesel,4.7,2,BMW
5262,Golf,2016,761,Manual,138062,Diesel,3.9,1.6,VW
3869,Astra,2019,1218,Manual,38351,Petrol,5.5,1.4,vauxhall
16661,Focus,2017,1281,Manual,33601,Petrol,4.9,1,ford
12677,E Class,2017,2222,Automatic,41843,Diesel,3.9,2,merc
286,Corsa,2015,569,Manual,71133,Petrol,5.5,1.4,vauxhall
3157,Auris,2016,1421,Automatic,53852,Hybrid,3.9,1.8,toyota
1435,Focus,2018,1377,Manual,12482,Diesel,3.8,1.5,ford
4224,A6,2019,3131,Automatic,7327,Diesel,5.9,2,Audi
14623,Kuga,2016,1413,Manual,72420,Diesel,4.7,2,ford
1921,Golf,2017,2384,Semi-Auto,38074,Petrol,7.1,2,VW
8110,GLC Class,2019,3030,Semi-Auto,21609,Diesel,5.0,2.1,merc
12561,Up,2018,1015,Manual,15652,Petrol,4.4,1,VW
7665,Mokka X,2016,1015,Manual,34240,Petrol,6.7,1.6,vauxhall
1939,Yaris,2015,1065,Automatic,51499,Hybrid,3.3,1.5,toyota
4320,Superb,2019,2213,Semi-Auto,7250,Petrol,7.7,1.5,skoda
2649,A1,2017,1168,Manual,41497,Petrol,4.9,1.4,Audi
1790,Santa Fe,2018,2056,Manual,12522,Diesel,6.0,2.2,hyundi
1755,V Class,2019,1797,Manual,33117,Diesel,6.1,2.1,merc
7772,C Class,2019,3380,Semi-Auto,4567,Petrol,6.7,2,merc
1990,Fiesta,2019,1055,Manual,25933,Petrol,5.1,1.1,ford
5936,C-HR,2017,2025,Automatic,41817,Hybrid,3.8,1.8,toyota
335,Superb,2020,3032,Semi-Auto,241,Petrol,7.3,2,skoda
1473,Golf,2016,1674,Semi-Auto,34229,Diesel,5.0,2,VW
10105,Kuga,2019,2030,Manual,4490,Petrol,8.0,1.5,ford
6341,KA,2015,609,Manual,13414,Petrol,4.9,1.2,ford
5612,1 Series,2017,1487,Manual,20303,Diesel,4.3,2,BMW
1339,Yaris,2015,761,Manual,38624,Petrol,4.9,1.3,toyota
5259,Aygo,2014,680,Manual,45300,Petrol,4.1,1,toyota
5174,Focus,2017,1098,Manual,25576,Petrol,4.6,1,ford
1855,Yaris,2014,1166,Automatic,35117,Hybrid,3.6,1.5,toyota
1058,Corsa,2018,812,Manual,14450,Petrol,5.1,1.4,vauxhall
8840,Mokka X,2019,1355,Manual,24436,Petrol,7.2,1.4,vauxhall
10649,Tiguan,2016,1827,Semi-Auto,12070,Diesel,5.7,2,VW
3494,Auris,2009,304,Manual,147060,Petrol,5.8,1.3,toyota
1327,Yaris,2017,1166,Automatic,32916,Petrol,4.7,1.5,toyota
5302,Fiesta,2015,812,Manual,25749,Petrol,4.3,1,ford
10326,4 Series,2016,1822,Automatic,56227,Petrol,6.2,2,BMW
12659,CLS Class,2016,1927,Automatic,75201,Diesel,4.9,2.1,merc
2805,Golf,2019,2842,Semi-Auto,14930,Petrol,8.6,2,VW
139,Corolla,2020,2638,Automatic,16093,Hybrid,5.3,2,toyota
786,A Class,2019,1851,Automatic,25437,Diesel,4.1,1.5,merc
2307,V Class,2019,1822,Manual,36271,Diesel,6.1,2.1,merc
3061,A1,2017,1406,Manual,38363,Petrol,5.0,1.4,Audi
635,B Class,2019,2533,Automatic,2317,Diesel,5.1,2,merc
10042,Crossland X,2019,1421,Manual,4527,Petrol,6.3,1.2,vauxhall
7423,3 Series,2016,1320,Manual,50652,Petrol,5.8,2,BMW
8424,Mokka X,2016,1309,Semi-Auto,21612,Petrol,6.5,1.4,vauxhall
8312,Fiesta,2018,1066,Manual,27568,Petrol,4.3,1,ford
